Id,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,nFORCE__Screen__c,nFORCE__Break_Page_After__c,nFORCE__Break_Page_Before__c,nFORCE__Default_Editable__c,nFORCE__Default_Rendered__c,nFORCE__Disable_Print__c,nFORCE__Display_Order__c,nFORCE__Display_Toggle_Effect__c,nFORCE__Display_Toggle_Header__c,nFORCE__Display_Toggle_Link__c,nFORCE__Headless__c,nFORCE__Inactive__c,nFORCE__Instructions_Text__c,nFORCE__Is_Editable__c,nFORCE__Layout__c,nFORCE__Screen_View__c,nFORCE__Section_Resource__c,nFORCE__Widget__c,nFORCE__lookupKey__c,nFORCE__sObject_Type__c,nPortal__Portal_Header_Text__c,nFORCE__Conditional_Display_Criteria__c,nFORCE__Parent_Screen_Section__c,nPortal__Portal_Subheader_Text__c,nFORCE__Number_of_Columns__c,nFORCE__Are_Columns_Sortable__c,nFORCE__Auto_Save__c,nFORCE__Validation_Service__c,AutorabitExtId__c
"a334T000000PHu0QAG","","Authorized Users","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXsQAO","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","426034127026778318","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHu1QAG","","Analyzed Accounts","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXtQAO","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","4260341270267783115","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHu2QAG","","Authorized Users","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXtQAO","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","4260341270267783118","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHu3QAG","","Analyzed Accounts","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXuQAO","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","4260341270267783125","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHu4QAG","","Authorized Users","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXuQAO","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","4260341270267783128","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHu5QAG","","Analyzed Accounts","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXvQAO","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","4260341270267783135","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHu6QAG","","Authorized Users","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXvQAO","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","4260341270267783138","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHuKQAW","","Lockbox Locations","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXtQAO","false","false","false","false","false","","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42865085782167982","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
"a334T000000PHuPQAW","","Scanner Details","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXuQAO","false","false","false","false","false","","slide","true","false","false","false","","true","","","MappedSObjectHierarchyScreenResource","","42111907433588676","LLC_BI__Treasury_Service__c","","","","","3.0","false","false","",""
"a334T000000PHuVQAW","","Authorized User Records","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","a344T000000PEXvQAO","false","false","false","false","false","","slide","true","false","false","false","","false","","","MappedSObjectHierarchyScreenResource","","42908380240213789","LLC_BI__Treasury_Service__c","","","","","2.0","false","false","",""
